user_id,first_visit_date,age,platform,screen_list,session_count,total_screens_viewed,used_search_feature,wrote_review,added_to_wishlist,made_purchase,purchase_date,user_segment,region,acquisition_channel,app_version
101439,2023-04-29,46,iOS,"Checkout,Reviews,DeliveryOptions,Account,Account,OrderTracking,OrderTracking,ColorPicker,Notifications",5,42,1,0,0,1,2023-04-29 11:00:00,Senior Buyer,Europe,Paid Search,2.3.4
101440,2023-11-07,46,Android,"PaymentMethods,CustomerService,ProductDetail,CustomerService,Reviews,ColorPicker,ColorPicker,Checkout",9,6,0,0,0,0,,Senior Browser,North America,Organic Search,2.4.8
101441,2023-07-18,21,iOS,"ColorPicker,Notifications,DeliveryOptions,ShoppingCart,WishList,CategoryBrowse,Promotions,StoreLocator,Promotions",1,23,1,0,0,0,,Young Browser,Latin America,Social Media,2.1.7
101442,2023-12-15,33,Android,"Account,StoreLocator,CustomerService,WishList,Search,StoreLocator,PaymentMethods,Notifications,CustomerService,Promotions,OrderTracking,ShoppingCart,CustomerService",5,5,1,0,0,0,,Adult Browser,North America,Email,1.2.9
101443,2023-07-11,23,Android,"CategoryBrowse,Promotions,Checkout,AddressBook",1,25,1,0,0,0,,Young Browser,Latin America,Organic Search,2.4.7
101444,2023-07-09,46,iOS,"Account,SizeGuide,ReturnPolicy,ShoppingCart,CustomerService,ProductDetail,WishList,AddressBook,OrderTracking,Account,CategoryBrowse,SizeGuide,ColorPicker,ShoppingCart",1,40,1,0,1,0,,Senior Browser,Latin America,Paid Search,1.4.1
101445,2023-10-24,55,iOS,"WishList,CustomerService,ReturnPolicy,ShoppingCart,Notifications,ProductList,Search",9,49,0,0,1,1,2023-10-24 11:00:00,Senior Power User,North America,Email,2.4.3
101446,2023-07-12,39,iOS,"OrderTracking,ProductList,Checkout,Checkout,Checkout,CategoryBrowse",8,34,1,0,0,1,2023-07-12 05:00:00,Adult Power User,Middle East,Social Media,2.3.6
101447,2023-06-01,30,iOS,"StoreLocator,ShoppingCart,Notifications,Reviews,SizeGuide,CustomerService",4,17,0,0,0,1,2023-06-01 06:00:00,Adult Buyer,Latin America,Organic Search,2.4.3
101448,2023-05-01,69,Android,"ColorPicker,SizeGuide,StoreLocator,ReturnPolicy,ShoppingCart,Checkout,ReturnPolicy,AddressBook,DeliveryOptions,CategoryBrowse,Reviews,Promotions,ShoppingCart",5,5,1,0,1,1,2023-05-01 03:00:00,Senior Buyer,Latin America,Referral,2.4.9
101449,2023-01-14,25,iOS,"CategoryBrowse,Search,SizeGuide,ShoppingCart",3,13,1,0,1,0,,Adult Browser,North America,Social Media,1.1.3
101450,2023-12-03,62,Android,"ShoppingCart,ColorPicker,CategoryBrowse,ProductDetail,Search,Notifications,WishList,OrderTracking,SizeGuide,Promotions,CategoryBrowse,PaymentMethods",8,49,1,0,1,1,2023-12-04 00:00:00,Senior Power User,Asia Pacific,Paid Search,2.4.9
101451,2023-04-15,39,Android,"AddressBook,CategoryBrowse,ProductList,OrderTracking,ShoppingCart,AddressBook",2,21,1,0,1,1,2023-04-18 00:00:00,Adult Buyer,Europe,Email,2.0.7
101452,2023-12-02,26,Android,"AddressBook,ShoppingCart,ColorPicker,ProductDetail,PaymentMethods,DeliveryOptions",4,32,1,1,1,1,2023-12-03 00:00:00,Adult Buyer,North America,Social Media,2.4.8
101453,2023-03-07,52,Android,"SizeGuide,ColorPicker,Checkout,Notifications,AddressBook,CustomerService,ProductDetail,OrderTracking,SizeGuide,SizeGuide,ColorPicker,OrderTracking,DeliveryOptions",1,43,0,0,0,1,2023-03-07 07:00:00,Senior Buyer,North America,Social Media,2.1.7
101454,2023-03-18,21,iOS,"Promotions,CustomerService,Search,CategoryBrowse,WishList,Promotions",8,19,0,1,1,0,,Young Browser,Latin America,Organic Search,2.4.5
101455,2023-03-02,47,Android,"ProductDetail,ProductDetail,Notifications,Notifications",9,35,0,0,1,1,2023-03-02 23:00:00,Senior Power User,Europe,Social Media,2.3.6
101456,2023-12-15,43,Android,"ShoppingCart,ColorPicker,SizeGuide,CustomerService,Search,StoreLocator,ProductList,StoreLocator,Account",8,46,1,0,0,1,2023-12-15 16:00:00,Adult Power User,Europe,Paid Search,2.2.1
101457,2023-05-19,59,Android,"Notifications,PaymentMethods,Promotions,Account,ColorPicker,Account,ColorPicker,DeliveryOptions,Notifications",8,32,1,0,0,1,2023-05-19 23:00:00,Senior Power User,North America,Email,2.4.0
101458,2023-06-10,46,iOS,"DeliveryOptions,ShoppingCart,ShoppingCart,WishList,CustomerService,ReturnPolicy,OrderTracking,CategoryBrowse,StoreLocator,Search,ProductList",8,16,1,0,1,1,2023-06-14 00:00:00,Senior Power User,North America,Social Media,1.0.0
101459,2023-08-29,41,Android,"ReturnPolicy,Account,Reviews",2,12,1,1,0,0,,Adult Browser,Europe,Referral,2.3.6
101460,2023-02-26,49,iOS,"Reviews,AddressBook,ProductList,Notifications,Notifications,SizeGuide,Account,ProductDetail,ProductDetail,AddressBook,PaymentMethods,ColorPicker,Account,CategoryBrowse",3,21,1,0,0,0,,Senior Browser,North America,Organic Search,2.0.0
101461,2023-05-24,48,iOS,"ProductList,ProductDetail,ColorPicker,ColorPicker,ProductList,Promotions,CategoryBrowse,WishList,DeliveryOptions,ShoppingCart,Promotions,Account",2,22,1,0,1,1,2023-05-24 03:00:00,Senior Buyer,Latin America,Referral,1.0.4
101462,2023-01-27,25,iOS,"StoreLocator,PaymentMethods,Checkout,Search,Reviews,Search,SizeGuide,CategoryBrowse,Promotions,Reviews,DeliveryOptions,ShoppingCart,StoreLocator,ReturnPolicy",7,43,1,0,1,1,2023-01-27 20:00:00,Adult Buyer,Latin America,Paid Search,2.2.3
101463,2023-10-14,50,iOS,"Search,SizeGuide,Account,ShoppingCart",2,15,1,0,0,0,,Senior Browser,North America,Paid Search,1.0.3
101464,2023-03-21,49,iOS,"Checkout,Reviews,CustomerService,Reviews,ProductList,CustomerService,WishList,Search,ReturnPolicy,ProductList,AddressBook,OrderTracking",2,9,1,0,1,1,2023-03-21 14:00:00,Senior Buyer,Europe,Paid Search,2.0.3
101465,2023-11-15,50,iOS,"ColorPicker,StoreLocator,ProductList",1,23,1,0,1,1,2023-11-15 06:00:00,Senior Buyer,North America,Organic Search,2.1.7
101466,2023-01-19,25,iOS,"ProductList,ReturnPolicy,ProductDetail,ProductList,ProductDetail,StoreLocator,CategoryBrowse,Checkout,ProductDetail,ReturnPolicy,Reviews,Account",4,27,0,0,0,1,2023-01-19 16:00:00,Adult Buyer,Europe,Paid Search,2.4.6
101467,2023-10-05,39,iOS,"Reviews,Notifications,ProductDetail,PaymentMethods,ShoppingCart,CustomerService,AddressBook,Reviews,ShoppingCart,Reviews,Notifications,ColorPicker,PaymentMethods",9,8,1,0,1,1,2023-10-05 12:00:00,Adult Power User,Europe,Organic Search,2.4.8
101468,2023-12-26,53,iOS,"OrderTracking,Notifications,ReturnPolicy,Search",7,34,1,0,1,1,2023-12-26 13:00:00,Senior Buyer,Europe,Organic Search,2.0.5
101469,2023-11-28,22,iOS,"Notifications,Notifications,ReturnPolicy,Checkout,Notifications,ProductDetail,OrderTracking,Search,DeliveryOptions,CategoryBrowse,ShoppingCart,ReturnPolicy",4,37,0,0,1,1,2023-11-28 14:00:00,Young Buyer,Middle East,Social Media,2.3.5
101470,2023-08-18,47,Android,"ColorPicker,WishList,ReturnPolicy,Search,CustomerService",9,37,1,0,0,0,,Senior Browser,Asia Pacific,Organic Search,1.3.6
101471,2023-11-29,29,Android,"ProductList,CategoryBrowse,ColorPicker,ColorPicker,OrderTracking,SizeGuide,StoreLocator,StoreLocator,Reviews,Checkout,SizeGuide,Search,ShoppingCart",4,23,1,0,1,0,,Adult Browser,Middle East,Organic Search,2.3.8
101472,2023-06-05,48,iOS,"ProductList,Checkout,DeliveryOptions,Checkout,StoreLocator,CategoryBrowse,StoreLocator,StoreLocator,PaymentMethods,Account",8,24,1,0,0,1,2023-06-09 00:00:00,Senior Power User,North America,Referral,2.0.8
101473,2023-02-11,39,Android,"ColorPicker,Reviews,ProductDetail,ColorPicker,ReturnPolicy,DeliveryOptions,Search",1,5,1,0,0,0,,Adult Browser,North America,Social Media,2.3.2
101474,2023-03-27,62,Android,"Checkout,WishList,Promotions",6,12,1,0,0,1,2023-03-27 08:00:00,Senior Buyer,North America,Organic Search,1.1.6
101475,2023-05-30,35,iOS,"ColorPicker,Search,SizeGuide,ColorPicker,Notifications,CategoryBrowse,WishList,Search,StoreLocator,CategoryBrowse,OrderTracking,CategoryBrowse,Promotions",5,38,1,0,0,0,,Adult Browser,North America,Referral,2.3.4
101476,2023-02-12,44,iOS,"WishList,ProductDetail,ReturnPolicy,DeliveryOptions,ColorPicker,OrderTracking,ShoppingCart,PaymentMethods,Checkout",2,13,0,0,0,0,,Adult Browser,Middle East,Organic Search,1.1.0
101477,2023-07-30,53,Android,"Reviews,ProductDetail,Reviews,Notifications,CustomerService,SizeGuide,ShoppingCart,ReturnPolicy,Reviews,CustomerService,WishList,PaymentMethods,Search,Promotions",3,10,1,0,0,1,2023-07-30 06:00:00,Senior Buyer,Middle East,Organic Search,2.4.5
101478,2023-05-12,43,Android,"WishList,ShoppingCart,Checkout,CategoryBrowse,AddressBook,Notifications,ProductList,AddressBook",9,10,1,1,0,1,2023-05-12 15:00:00,Adult Power User,Latin America,Social Media,2.3.1
101479,2023-05-27,24,Android,"Search,OrderTracking,PaymentMethods,Search,WishList,SizeGuide,Notifications",7,16,0,0,1,1,2023-06-01 00:00:00,Young Buyer,North America,Email,2.4.6
101480,2023-04-12,64,Android,"Reviews,DeliveryOptions,AddressBook,CategoryBrowse,StoreLocator,Reviews,Account",5,14,0,0,0,1,2023-04-12 12:00:00,Senior Buyer,Middle East,Paid Search,2.4.2
101481,2023-04-18,38,iOS,"Notifications,Checkout,ColorPicker,SizeGuide,ProductDetail,OrderTracking,ColorPicker,Checkout,Notifications",7,11,1,0,1,1,2023-04-18 19:00:00,Adult Buyer,Asia Pacific,Organic Search,2.2.1
101482,2023-03-24,19,Android,"ReturnPolicy,Notifications,ColorPicker,AddressBook,StoreLocator,WishList",2,13,0,1,1,1,2023-03-24 16:00:00,Young Buyer,North America,Paid Search,2.4.3
101483,2023-01-23,58,Android,"CustomerService,Checkout,Search,CustomerService,AddressBook,PaymentMethods",8,35,1,0,0,0,,Senior Browser,North America,Paid Search,1.2.7
101484,2023-11-21,36,iOS,"OrderTracking,ReturnPolicy,Search,OrderTracking,CustomerService,Promotions,ProductDetail,AddressBook,CustomerService,CustomerService,ProductDetail,CategoryBrowse,CustomerService,Reviews",5,32,1,1,0,0,,Adult Browser,North America,Organic Search,1.3.5
101485,2023-04-29,45,iOS,"Checkout,ShoppingCart,DeliveryOptions,SizeGuide,DeliveryOptions,ProductDetail,Promotions,StoreLocator,WishList",6,44,1,0,1,0,,Senior Browser,Asia Pacific,Email,2.4.9
101486,2023-01-17,21,Android,"Checkout,Notifications,CustomerService,Search,Checkout,ReturnPolicy,CategoryBrowse,Search,PaymentMethods",9,19,1,1,1,0,,Young Browser,Asia Pacific,Email,2.3.1
101487,2023-04-09,24,Android,"CategoryBrowse,DeliveryOptions,Notifications,Checkout,StoreLocator,OrderTracking,AddressBook,ProductList,ColorPicker,Promotions",8,17,1,0,1,1,2023-04-09 00:00:00,Young Power User,North America,Organic Search,1.0.1
101488,2023-01-08,23,Android,"Account,PaymentMethods,ProductDetail,CustomerService,Promotions,Notifications,OrderTracking,AddressBook,PaymentMethods,ShoppingCart,Search,WishList",1,22,1,0,1,1,2023-01-08 05:00:00,Young Buyer,Latin America,Organic Search,2.4.6
101489,2023-06-02,56,iOS,"CategoryBrowse,Notifications,AddressBook,AddressBook,WishList,AddressBook,CategoryBrowse,OrderTracking,SizeGuide,CategoryBrowse,Search",4,14,1,0,0,0,,Senior Browser,North America,Social Media,2.1.8
101490,2023-06-01,47,Android,"Promotions,Account,ProductDetail,Reviews,StoreLocator,WishList,Account,Checkout,ProductDetail,StoreLocator,SizeGuide,WishList,OrderTracking,ShoppingCart",8,19,1,1,0,0,,Senior Browser,North America,Organic Search,2.1.2
101491,2023-10-01,63,iOS,"Reviews,ProductDetail,AddressBook",5,36,0,0,1,1,2023-10-01 18:00:00,Senior Buyer,North America,Organic Search,1.2.3
101492,2023-02-13,19,Android,"AddressBook,Account,ProductList,Search,Checkout,StoreLocator",6,24,1,0,0,0,,Young Browser,North America,Organic Search,1.3.2
101493,2023-09-14,42,Android,"ProductList,Reviews,ColorPicker,Account,Checkout,Account,Reviews,ColorPicker",5,15,1,0,1,0,,Adult Browser,Europe,Email,2.1.0
101494,2023-10-03,48,Android,"OrderTracking,CustomerService,Promotions,ColorPicker,OrderTracking,ProductList,ShoppingCart",4,36,0,0,0,1,2023-10-05 00:00:00,Senior Buyer,Asia Pacific,Social Media,1.3.1
101495,2023-02-23,35,iOS,"PaymentMethods,OrderTracking,ShoppingCart,OrderTracking,Checkout,PaymentMethods,Search,Promotions,Promotions,Notifications,Reviews,DeliveryOptions,StoreLocator,OrderTracking",9,17,0,0,0,1,2023-02-25 00:00:00,Adult Power User,North America,Social Media,2.4.6
101496,2023-11-04,23,iOS,"Notifications,ReturnPolicy,Reviews,WishList,ColorPicker,Notifications",5,42,0,0,0,0,,Young Browser,Latin America,Social Media,2.2.9
101497,2023-03-23,26,iOS,"ShoppingCart,ProductList,AddressBook",2,28,1,0,0,1,2023-03-27 00:00:00,Adult Buyer,Europe,Paid Search,2.2.3
101498,2023-12-09,60,Android,"StoreLocator,ReturnPolicy,Reviews,OrderTracking,Reviews,WishList,CategoryBrowse,Promotions,ProductList,Promotions,AddressBook,SizeGuide,Reviews",9,30,1,0,0,0,,Senior Browser,Middle East,Organic Search,2.4.1
101499,2023-02-24,60,Android,"Notifications,ReturnPolicy,AddressBook",6,48,1,0,1,0,,Senior Browser,North America,Referral,1.0.8
101500,2023-05-20,67,Android,"CustomerService,Checkout,ColorPicker,Account,DeliveryOptions,ProductDetail,CustomerService,WishList,DeliveryOptions,OrderTracking,DeliveryOptions",8,9,0,0,0,0,,Senior Browser,Latin America,Organic Search,1.2.0
101501,2023-11-30,64,iOS,"Notifications,StoreLocator,CustomerService,AddressBook",6,36,1,0,0,0,,Senior Browser,North America,Organic Search,2.2.8
101502,2023-07-05,45,iOS,"Notifications,Notifications,WishList,ProductDetail,Promotions,CustomerService",9,33,0,1,1,1,2023-07-05 21:00:00,Senior Power User,Asia Pacific,Social Media,1.0.5
101503,2023-02-04,30,iOS,"Notifications,DeliveryOptions,DeliveryOptions,AddressBook,AddressBook,SizeGuide,Account,Account,WishList,ColorPicker,ShoppingCart,Promotions,Reviews,WishList",5,21,1,1,1,0,,Adult Browser,Asia Pacific,Paid Search,2.1.9
101504,2023-09-06,61,iOS,"StoreLocator,PaymentMethods,Promotions,WishList,WishList,Promotions,ReturnPolicy,CategoryBrowse,CustomerService,Checkout",5,48,0,0,0,0,,Senior Browser,North America,Paid Search,2.1.2
101505,2023-07-24,58,iOS,"ProductList,ReturnPolicy,Search,ShoppingCart,CategoryBrowse,Reviews",5,31,1,0,0,1,2023-07-24 23:00:00,Senior Buyer,Europe,Paid Search,2.2.7
101506,2023-03-21,48,iOS,"Checkout,ReturnPolicy,AddressBook,AddressBook,Account,CategoryBrowse,AddressBook,WishList,DeliveryOptions,Account,OrderTracking",5,24,0,0,1,0,,Senior Browser,Europe,Paid Search,2.3.4
101507,2023-08-04,41,Android,"ColorPicker,WishList,ReturnPolicy,ProductDetail,Reviews,ColorPicker,Reviews,AddressBook",6,35,0,0,1,0,,Adult Browser,Asia Pacific,Email,2.4.9
101508,2023-03-10,25,iOS,"WishList,OrderTracking,CustomerService,PaymentMethods,Promotions,ProductList,ColorPicker",8,17,1,0,0,0,,Adult Browser,Europe,Organic Search,2.4.7
101509,2023-07-12,41,Android,"ProductDetail,Promotions,Promotions,AddressBook,AddressBook,AddressBook,SizeGuide,CustomerService",8,12,1,1,1,1,2023-07-12 12:00:00,Adult Power User,Latin America,Email,1.0.7
101510,2023-07-15,21,iOS,"AddressBook,Promotions,PaymentMethods,AddressBook,PaymentMethods,DeliveryOptions,Search,WishList,SizeGuide,PaymentMethods,AddressBook,WishList,PaymentMethods,AddressBook",1,26,0,0,1,0,,Young Browser,Europe,Paid Search,2.3.0
101511,2023-07-17,38,Android,"WishList,ReturnPolicy,WishList,PaymentMethods,SizeGuide,Account,ShoppingCart,StoreLocator,SizeGuide,StoreLocator,Search",7,23,0,0,0,1,2023-07-17 05:00:00,Adult Buyer,Middle East,Paid Search,2.1.4
101512,2023-06-21,62,iOS,"AddressBook,AddressBook,ProductDetail,OrderTracking,Reviews,DeliveryOptions,PaymentMethods,Reviews,Promotions,Notifications",9,33,1,0,0,0,,Senior Browser,Europe,Paid Search,2.0.6
101513,2023-12-23,24,Android,"ShoppingCart,ShoppingCart,ColorPicker,CustomerService,AddressBook,Reviews,ProductList,StoreLocator,StoreLocator,Notifications,SizeGuide",6,13,1,1,0,1,2023-12-23 06:00:00,Young Buyer,North America,Organic Search,2.2.8
101514,2023-12-15,48,iOS,"ProductDetail,ColorPicker,Promotions,OrderTracking,Account,StoreLocator,Promotions,ColorPicker,OrderTracking",8,22,1,0,1,1,2023-12-15 17:00:00,Senior Power User,Latin America,Email,1.3.1
101515,2023-08-20,39,iOS,"Reviews,ProductDetail,OrderTracking,DeliveryOptions,Account",8,28,1,1,0,1,2023-08-23 00:00:00,Adult Power User,Asia Pacific,Organic Search,2.3.2
101516,2023-06-26,64,Android,"Search,ColorPicker,ProductList,CustomerService,CategoryBrowse,CategoryBrowse,ProductList",4,20,1,0,0,0,,Senior Browser,Europe,Paid Search,1.2.5
101517,2023-01-01,39,Android,"PaymentMethods,ShoppingCart,CustomerService,ProductList,CustomerService,WishList,SizeGuide,DeliveryOptions,ReturnPolicy",5,20,1,0,0,1,2023-01-01 22:00:00,Adult Buyer,North America,Paid Search,1.4.3
101518,2023-12-19,64,iOS,"OrderTracking,CategoryBrowse,ProductList,ReturnPolicy,DeliveryOptions,PaymentMethods",3,39,0,0,0,0,,Senior Browser,Asia Pacific,Paid Search,1.2.2
101519,2023-03-21,58,iOS,"StoreLocator,ProductList,PaymentMethods,Promotions,Notifications,Reviews,ProductDetail,ColorPicker,SizeGuide,CategoryBrowse,ProductDetail",9,29,1,0,0,1,2023-03-28 00:00:00,Senior Power User,North America,Email,2.4.0
101520,2023-11-10,61,iOS,"OrderTracking,Account,ShoppingCart,Account,Notifications,CustomerService,CustomerService,PaymentMethods,Promotions,SizeGuide",1,16,1,0,0,0,,Senior Browser,Europe,Organic Search,1.4.1
101521,2023-11-17,37,iOS,"DeliveryOptions,ProductDetail,CategoryBrowse,ProductList,CategoryBrowse,ShoppingCart,Search,PaymentMethods,Notifications",6,21,1,0,0,0,,Adult Browser,North America,Organic Search,1.4.8
101522,2023-11-07,60,iOS,"OrderTracking,ProductList,Search,CategoryBrowse,CategoryBrowse,WishList,ColorPicker,PaymentMethods,ShoppingCart,Checkout,StoreLocator,Promotions,PaymentMethods",7,34,1,0,1,0,,Senior Browser,Asia Pacific,Organic Search,2.1.4
101523,2023-02-18,65,iOS,"WishList,OrderTracking,Checkout,Promotions,Checkout,DeliveryOptions",7,20,1,0,0,1,2023-02-18 17:00:00,Senior Buyer,Latin America,Paid Search,2.2.4
101524,2023-06-26,47,iOS,"SizeGuide,ProductList,CategoryBrowse,Reviews,Checkout,OrderTracking",9,44,0,1,1,1,2023-06-26 18:00:00,Senior Power User,Europe,Paid Search,2.0.4
101525,2023-07-09,62,Android,"ReturnPolicy,Checkout,ShoppingCart,SizeGuide,SizeGuide,ReturnPolicy",6,42,0,0,0,0,,Senior Browser,Asia Pacific,Email,2.3.6
101526,2023-08-03,52,Android,"CategoryBrowse,ProductList,Promotions,ShoppingCart,ReturnPolicy",7,16,1,0,0,0,,Senior Browser,Asia Pacific,Organic Search,2.2.4
101527,2023-07-10,54,iOS,"ColorPicker,ProductDetail,Promotions,CustomerService",9,47,1,0,1,1,2023-07-10 10:00:00,Senior Power User,North America,Referral,2.3.4
101528,2023-10-21,63,Android,"Search,PaymentMethods,ColorPicker,Reviews,ColorPicker,Notifications",1,13,1,0,0,0,,Senior Browser,North America,Organic Search,2.0.9
101529,2023-05-08,34,iOS,"SizeGuide,AddressBook,Promotions,DeliveryOptions",3,46,1,1,1,1,2023-05-08 21:00:00,Adult Buyer,Europe,Paid Search,1.2.9
101530,2023-02-02,62,iOS,"Account,ColorPicker,Account,StoreLocator,ColorPicker",2,40,1,1,0,1,2023-02-02 16:00:00,Senior Buyer,Latin America,Organic Search,2.3.5
101531,2023-03-15,23,iOS,"CategoryBrowse,AddressBook,Notifications,PaymentMethods,Reviews,AddressBook,OrderTracking,ColorPicker,ProductDetail",6,27,1,0,0,1,2023-03-21 00:00:00,Young Buyer,North America,Social Media,2.1.8
101532,2023-10-08,41,Android,"DeliveryOptions,StoreLocator,ProductDetail,PaymentMethods,Account,AddressBook,ProductDetail,ShoppingCart,AddressBook",5,16,1,1,1,1,2023-10-11 00:00:00,Adult Buyer,North America,Referral,2.3.3
101533,2023-12-29,39,Android,"ColorPicker,ReturnPolicy,ProductDetail,OrderTracking,Checkout,ReturnPolicy,StoreLocator,StoreLocator",7,13,1,0,0,1,2023-12-29 05:00:00,Adult Buyer,North America,Organic Search,2.4.9
101534,2023-09-26,50,Android,"WishList,ColorPicker,StoreLocator,Reviews,Promotions,Search,Promotions,OrderTracking,ColorPicker",1,18,1,0,1,0,,Senior Browser,North America,Organic Search,2.2.0
101535,2023-06-26,23,iOS,"PaymentMethods,AddressBook,AddressBook,ShoppingCart,ColorPicker,ProductList,ColorPicker,ColorPicker,StoreLocator,ShoppingCart,StoreLocator,ShoppingCart",9,11,0,0,0,0,,Young Browser,North America,Paid Search,2.1.0
101536,2023-11-16,42,iOS,"AddressBook,PaymentMethods,Reviews,SizeGuide,DeliveryOptions,ProductDetail,ColorPicker,StoreLocator,ProductList,ProductDetail",9,33,0,0,0,0,,Adult Browser,Asia Pacific,Email,1.1.6
101537,2023-07-23,32,iOS,"CategoryBrowse,Reviews,StoreLocator,Checkout,ProductDetail,WishList,CategoryBrowse,ProductList,Notifications,ShoppingCart,Notifications,WishList,ReturnPolicy",9,33,0,0,1,1,2023-07-23 20:00:00,Adult Power User,Europe,Referral,2.3.0
101538,2023-12-21,24,Android,"Notifications,ColorPicker,ReturnPolicy,ProductDetail,WishList,Reviews,CategoryBrowse,ColorPicker",1,6,0,1,0,1,2023-12-21 16:00:00,Young Buyer,Europe,Paid Search,2.0.1
101539,2023-07-07,67,Android,"StoreLocator,ReturnPolicy,PaymentMethods,WishList,SizeGuide,ProductDetail,ColorPicker,Notifications,ProductDetail,ProductDetail,SizeGuide,OrderTracking,ColorPicker",1,25,1,0,0,0,,Senior Browser,North America,Referral,2.0.6
101540,2023-01-13,27,Android,"CustomerService,Account,ReturnPolicy,AddressBook,WishList,CustomerService,CustomerService,DeliveryOptions,DeliveryOptions,ColorPicker,ShoppingCart,ProductList",4,34,0,1,1,0,,Adult Browser,Asia Pacific,Organic Search,2.3.3
101541,2023-12-15,28,iOS,"OrderTracking,ProductDetail,Promotions,CustomerService,ProductDetail",9,23,1,1,0,0,,Adult Browser,North America,Organic Search,1.4.7
101542,2023-07-12,18,iOS,"Reviews,Search,AddressBook,AddressBook,Notifications,ColorPicker,Account,Promotions,CustomerService,AddressBook,PaymentMethods,AddressBook,Reviews",4,41,1,0,0,0,,Young Browser,North America,Email,2.0.4
101543,2023-06-12,53,iOS,"ProductList,Account,Account,ColorPicker,Account,Search,CustomerService,SizeGuide,ProductDetail,Search,DeliveryOptions",6,5,0,0,0,0,,Senior Browser,North America,Organic Search,1.0.4
101544,2023-11-24,28,iOS,"Notifications,PaymentMethods,Notifications,ColorPicker,AddressBook,ShoppingCart,ReturnPolicy",7,27,1,0,1,1,2023-11-24 07:00:00,Adult Buyer,North America,Organic Search,2.0.2
101545,2023-11-30,47,Android,"SizeGuide,AddressBook,ShoppingCart,CustomerService,StoreLocator,PaymentMethods",9,42,1,1,1,1,2023-11-30 16:00:00,Senior Power User,North America,Email,2.0.9
101546,2023-02-27,50,Android,"Reviews,CustomerService,ShoppingCart",9,27,1,1,0,0,,Senior Browser,North America,Paid Search,2.0.6
101547,2023-02-04,56,iOS,"Promotions,Search,CustomerService,OrderTracking,WishList,Account,OrderTracking,Checkout,WishList",8,11,1,0,0,1,2023-02-04 14:00:00,Senior Power User,North America,Email,2.4.4
101548,2023-01-07,53,iOS,"ProductList,Reviews,StoreLocator",2,48,1,0,0,0,,Senior Browser,Europe,Social Media,2.2.8
101549,2023-06-08,62,iOS,"StoreLocator,Promotions,Promotions,ReturnPolicy,Account,ProductDetail,ProductList,ShoppingCart,Reviews,ColorPicker,StoreLocator,SizeGuide,Notifications,Reviews",1,18,1,0,1,1,2023-06-08 10:00:00,Senior Buyer,North America,Organic Search,1.1.5
101550,2023-08-07,20,Android,"SizeGuide,DeliveryOptions,WishList,Notifications,Search,ProductDetail,OrderTracking,CustomerService,ColorPicker,ProductDetail",5,25,0,0,0,0,,Young Browser,North America,Organic Search,2.0.6
101551,2023-08-04,20,iOS,"Notifications,Checkout,StoreLocator,AddressBook,Account,WishList,Notifications,Search,StoreLocator,OrderTracking",3,28,0,0,0,0,,Young Browser,North America,Paid Search,1.4.3
101552,2023-12-11,58,Android,"ReturnPolicy,ColorPicker,ProductDetail,PaymentMethods,AddressBook,Reviews,CustomerService,Checkout,ProductList,Account,Notifications,Search",9,41,1,0,0,0,,Senior Browser,North America,Organic Search,1.3.2
101553,2023-10-10,50,Android,"PaymentMethods,ProductList,CustomerService,WishList,ProductList,CustomerService,CustomerService,CategoryBrowse,Account,Promotions,ReturnPolicy,ProductDetail,Notifications,SizeGuide",2,7,1,0,1,0,,Senior Browser,Asia Pacific,Paid Search,2.2.1
101554,2023-08-08,62,iOS,"Checkout,ColorPicker,ProductDetail,Account,PaymentMethods,WishList,ProductList,Account,CustomerService,PaymentMethods",3,16,1,0,1,0,,Senior Browser,Europe,Paid Search,1.1.6
101555,2023-04-03,58,iOS,"CategoryBrowse,Checkout,Checkout,SizeGuide,PaymentMethods,CategoryBrowse,Reviews,Checkout,ColorPicker,CustomerService",5,8,0,0,0,0,,Senior Browser,North America,Organic Search,2.1.2
101556,2023-03-11,19,iOS,"SizeGuide,StoreLocator,StoreLocator,ColorPicker,PaymentMethods,Search,StoreLocator,StoreLocator,ProductDetail,PaymentMethods",2,48,0,0,1,1,2023-03-16 00:00:00,Young Buyer,North America,Social Media,2.0.2
101557,2023-09-29,53,iOS,"ShoppingCart,ShoppingCart,StoreLocator,Reviews,Promotions,Search,Promotions,ColorPicker,AddressBook,SizeGuide",8,36,1,0,1,1,2023-09-29 18:00:00,Senior Power User,North America,Email,2.1.0
101558,2023-05-22,25,iOS,"AddressBook,CustomerService,Checkout,PaymentMethods,Checkout,Promotions,ShoppingCart,ShoppingCart",2,20,0,0,0,0,,Adult Browser,Latin America,Paid Search,1.2.3
101559,2023-02-19,46,Android,"ReturnPolicy,ProductList,ColorPicker,DeliveryOptions,ColorPicker,Search,CustomerService",9,20,0,0,1,1,2023-02-19 14:00:00,Senior Power User,North America,Paid Search,2.4.8
101560,2023-07-08,57,Android,"WishList,DeliveryOptions,PaymentMethods",5,10,1,0,0,0,,Senior Browser,Europe,Organic Search,2.3.7
101561,2023-08-25,34,iOS,"SizeGuide,CustomerService,Checkout,CustomerService,Notifications,SizeGuide,DeliveryOptions,AddressBook,OrderTracking",7,21,1,0,0,1,2023-08-25 21:00:00,Adult Buyer,North America,Organic Search,2.4.2
